folio;hogar;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_05b;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_08b;s1a_09;s1a_09b;s1a_10;s1a_11;s1a_12;s1a_13;s1a_14;s1a_15;s1a_16;s1a_16b;s1a_17_1a;s1a_17_1b;s1a_17_2a;s1a_17_2b;s1a_17_3a;s1a_17_3b;s1a_17_4a;s1a_17_4b;s1a_17_4c;s1a_18_1a;s1a_18_1b;s1a_18_2a;s1a_18_2b;s1a_18_3a;s1a_18_3b;s1a_18_4a;s1a_18_4b;s1a_18_5a;s1a_18_5b;s1a_18_5c;s1a_19;s1a_20;s1a_20b;s1a_21;s1a_22;s1a_23;s1a_24;s1a_25;s1a_26;depto;prov;mun;urbrur;upm;estrato;dia;mes;anio;factor_ant;factor
"11-00418531799-A0421";1;4;1;"";300;;2;"";1;3;"";5;"";2;"";30;1;1;2;1;30;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;"01";"0101";"010101";1;"11-00418531799-A";1;25;11;2014;319;323
"11-00418767980-A0011";1;1;2;"";;1000;1;"";1;2;"";7;"";1;"";50;1;1;2;1;70;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;2;2;;2;"01";"0101";"010101";1;"11-00418767980-A";1;19;11;2014;319;323
"11-00418767980-A0031";1;4;5;"";;100;2;"";2;2;"";7;"";2;"";10;1;1;2;1;8;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";8;1;0;2;;2;"01";"0101";"010101";1;"11-00418767980-A";1;22;11;2014;319;323
"11-00418767980-A0051";1;4;1;"";370;;1;"";1;2;"";5;"";2;"";10;1;1;2;1;20;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";12;2;0;2;;2;"01";"0101";"010101";1;"11-00418767980-A";1;19;11;2014;319;323
"11-00418767980-A0061";1;1;2;"";;250;1;"";2;1;"";6;"";1;"";60;1;1;1;1;100;6;"";2;;1;100;2;;2;"";;2;;2;;2;;1;1200;2;"";;1;3;"";23;2;1;1;30;1;"01";"0101";"010101";1;"11-00418767980-A";1;18;11;2014;319;323
"11-00418767980-A0081";1;1;1;"";130;;2;"";1;3;"";7;"";1;"";20;1;1;1;1;10;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";13;1;0;2;;2;"01";"0101";"010101";1;"11-00418767980-A";1;23;11;2014;319;323
"11-00418767980-A0101";1;3;1;"";1500;;1;"";1;3;"";6;"";1;"";60;1;1;1;1;50;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;3;2;1;26;2;"01";"0101";"010101";1;"11-00418767980-A";1;19;11;2014;319;323
"11-00418767980-A0121";1;3;6;"";;1000;1;"";1;3;"";3;"";1;"";25;1;1;1;1;30;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";35;1;1;2;;2;"01";"0101";"010101";1;"11-00418767980-A";1;18;11;2014;319;323
"11-00418767980-A0131";1;1;1;"";1500;;2;"";1;2;"";5;"";1;"";40;1;1;1;1;90;5;"";1;1500;1;500;1;500;2;"";;2;;2;;1;700;1;280;2;"";;1;3;"";25;5;3;1;26;2;"01";"0101";"010101";1;"11-00418767980-A";1;19;11;2014;319;323
"11-00418767980-A0151";1;4;1;"";350;;2;"";1;2;"";1;"";2;"";20;1;1;1;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;"01";"0101";"010101";1;"11-00418767980-A";1;25;11;2014;319;323
"11-00418767980-A0171";1;1;2;"";;500;1;"";1;2;"";1;"";1;"";40;1;1;1;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;3;1;2;;2;"01";"0101";"010101";1;"11-00418767980-A";1;20;11;2014;319;323
"11-00418767980-A0191";1;4;1;"";120;;1;"";1;2;"";5;"";2;"";10;1;1;2;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;10;2;"";;2;3;"";8;1;0;2;;2;"01";"0101";"010101";1;"11-00418767980-A";1;19;11;2014;319;323
"11-00418767980-A0201";1;4;1;"";250;;1;"";2;1;"";5;"";2;"";40;1;1;1;1;70;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;3;1;2;;2;"01";"0101";"010101";1;"11-00418767980-A";1;22;11;2014;319;323
"11-00419144165-A0011";1;1;2;"";;200;1;"";1;3;"";5;"";2;"";30;1;1;1;1;30;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;1;1;2;;2;"01";"0101";"010101";1;"11-00419144165-A";1;22;11;2014;319;323
"11-00419144165-A0071";1;4;1;"";150;;1;"";2;1;"";5;"";2;"";15;1;1;2;1;15;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";8;1;0;2;;2;"01";"0101";"010101";1;"11-00419144165-A";1;20;11;2014;319;323
"11-00419144165-A0131";1;4;1;"";200;;1;"";1;1;"";5;"";2;"";30;1;1;2;1;40;5;"";2;;1;50;1;119;2;"";;2;;2;;2;;2;;2;"";;2;3;"";35;1;0;2;;2;"01";"0101";"010101";1;"11-00419144165-A";1;20;11;2014;319;323
"11-00419144165-A0191";1;4;1;"";250;;1;"";1;3;"";5;"";2;"";30;1;1;2;1;25;5;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;1;0;2;;2;"01";"0101";"010101";1;"11-00419144165-A";1;20;11;2014;319;323
"11-00419144165-A0251";1;1;2;"";;1000;1;"";1;3;"";6;"";1;"";95;1;1;1;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;70;2;"";;1;3;"";12;1;0;2;;2;"01";"0101";"010101";1;"11-00419144165-A";1;24;11;2014;319;323
"11-00419144165-A0311";1;4;1;"";150;;1;"";1;3;"";6;"";2;"";10;1;1;2;1;10;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";6;1;0;2;;2;"01";"0101";"010101";1;"11-00419144165-A";1;24;11;2014;319;323
"11-00419144165-A0361";1;4;1;"";100;;1;"";1;3;"";5;"";2;"";20;1;1;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;"01";"0101";"010101";1;"11-00419144165-A";1;22;11;2014;319;323
"11-00419144165-A0421";1;1;2;"";;600;2;"";1;1;"";3;"";1;"";34;1;1;1;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;5;4;2;;2;"01";"0101";"010101";1;"11-00419144165-A";1;21;11;2014;319;323
"11-00419144165-A0481";1;1;2;"";;1000;1;"";2;3;"";5;"";1;"";50;1;1;1;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;5;4;2;;1;"01";"0101";"010101";1;"11-00419144165-A";1;21;11;2014;319;323
"11-00419144165-A0541";1;4;2;"";;200;1;"";1;3;"";5;"";2;"";50;1;1;2;1;50;6;"";2;;1;50;1;30;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;1;"01";"0101";"010101";1;"11-00419144165-A";1;20;11;2014;319;323
"11-00419144165-A0601";1;3;2;"";;2000;1;"";1;1;"";5;"";1;"";60;1;1;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;4;3;1;30;1;"01";"0101";"010101";1;"11-00419144165-A";1;23;11;2014;319;323
"11-00419144165-A0661";1;4;1;"";150;;1;"";1;3;"";5;"";2;"";10;1;1;1;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;1;0;2;;2;"01";"0101";"010101";1;"11-00419144165-A";1;23;11;2014;319;323
"11-03288485098-A0011";1;1;2;"";;500;2;"";1;2;"";5;"";1;"";30;1;1;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";15;6;3;2;;2;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-03288485098-A0021";1;1;2;"";;700;2;"";1;1;"";6;"";1;"";19;1;1;1;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;3;3;2;;2;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-03288485098-A0041";1;1;6;"";;600;1;"";1;1;"";6;"";1;"";18;1;1;1;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;2;1;30;2;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-03288485098-A0051";1;1;6;"";;700;1;"";1;3;"";6;"";1;"";23;1;1;1;1;110;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;1;2;;2;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-03288485098-A0071";1;1;2;"";;800;2;"";1;1;"";5;"";1;"";11;1;1;1;1;60;6;"";1;3000;1;1000;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;4;2;1;80;1;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-03288485098-A0081";1;1;2;"";;1800;2;"";1;1;"";5;"";1;"";36;1;1;1;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;4;4;1;200;2;"01";"0107";"010701";1;"11-03288485098-A";3;22;11;2014;290;294
"11-03288485098-A0101";1;4;1;"";90;;2;"";1;1;"";5;"";2;"";5;1;1;2;1;5;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";4;1;0;2;;2;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-03288485098-A0111";1;1;2;"";;200;2;"";1;1;"";6;"";1;"";50;1;1;1;1;100;6;"";1;17000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";30;6;3;1;220;2;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-03288485098-A0131";1;1;2;"";;200;2;"";1;2;"";5;"";1;"";12;1;1;1;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-03288485098-A0141";1;4;1;"";500;;1;"";1;1;"";6;"";2;"";20;1;1;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";26;1;0;2;;2;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-03288485098-A0161";1;1;2;"";;2000;1;"";1;2;"";5;"";1;"";45;1;1;2;1;130;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;1;2;;2;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-03288485098-A0171";1;1;4;"";;180;1;"";1;2;"";6;"";1;"";12;1;1;2;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;1;1;2;;2;"01";"0107";"010701";1;"11-03288485098-A";3;29;11;2014;290;294
"11-04030388065-A0011";1;1;5;"";;600;2;"";1;2;"";5;"";1;"";10;1;1;1;1;19;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;2;2;;2;"01";"0104";"010403";1;"11-04030388065-A";3;8;12;2014;435;441
"11-04030388065-A0021";1;3;4;"";;300;2;"";1;2;"";5;"";1;"";8;1;1;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";15;1;1;2;;2;"01";"0104";"010403";1;"11-04030388065-A";3;14;12;2014;435;441
"11-04030388065-A0031";1;1;5;"";;100;2;"";1;2;"";7;"";1;"";8;6;1;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;2;2;;2;"01";"0104";"010403";1;"11-04030388065-A";3;9;12;2014;435;441
"11-04030388065-A0041";1;1;2;"";;100;2;"";1;2;"";7;"";1;"";8;1;1;1;1;12;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";13;2;1;2;;2;"01";"0104";"010403";1;"11-04030388065-A";3;8;12;2014;435;441
"11-04030388065-A0051";1;1;1;"";100;;2;"";1;2;"";5;"";1;"";10;1;1;1;1;14;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;7;"";;1;1;2;;2;"01";"0104";"010403";1;"11-04030388065-A";3;8;12;2014;435;441
"11-04030388065-A0061";1;1;2;"";;350;1;"";1;2;"";5;"";1;"";10;1;1;1;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;8;1;2;;2;"01";"0104";"010403";1;"11-04030388065-A";3;8;12;2014;435;441
"11-04030388065-A0071";1;1;1;"";150;;2;"";1;1;"";7;"";1;"";8;1;1;1;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;"01";"0104";"010403";1;"11-04030388065-A";3;8;12;2014;435;441
"11-04030388065-A0081";1;1;2;"";;400;2;"";1;1;"";5;"";1;"";13;1;1;1;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";13;3;1;2;;2;"01";"0104";"010403";1;"11-04030388065-A";3;8;12;2014;435;441
"11-04033325976-A0011";1;1;2;"";;100;2;"";1;2;"";5;"";1;"";10;1;1;1;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;5;1;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;11;12;2014;290;294
"11-04033325976-A0021";1;1;2;"";;500;2;"";1;2;"";5;"";1;"";8;1;1;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;5;3;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;12;12;2014;290;294
"11-04033325976-A0031";1;1;2;"";;1000;2;"";1;2;"";5;"";1;"";12;1;1;1;1;150;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";52;5;3;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;12;12;2014;290;294
"11-04033325976-A0041";1;1;2;"";;300;2;"";1;1;"";5;"";1;"";10;1;1;1;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;3;2;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;11;12;2014;290;294
"11-04033325976-A0051";1;4;1;"";200;;1;"";1;1;"";5;"";1;"";10;1;1;1;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;1;1;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;11;12;2014;290;294
"11-04033325976-A0061";1;1;2;"";;50;2;"";1;2;"";5;"";1;"";8;1;1;1;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";9;1;1;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;12;12;2014;290;294
"11-04033325976-A0071";1;1;2;"";;500;2;"";1;1;"";5;"";1;"";8;1;1;1;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;2;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;11;12;2014;290;294
"11-04033325976-A0081";1;4;1;"";200;;2;"";1;3;"";6;"";1;"";8;1;1;2;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;7;"";;1;1;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;12;12;2014;290;294
"11-04033325976-A0091";1;1;2;"";;150;2;"";1;1;"";5;"";1;"";10;1;1;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;2;2;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;11;12;2014;290;294
"11-04033325976-A0101";1;1;2;"";;50;2;"";2;2;"";5;"";1;"";10;3;1;1;1;22;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;11;12;2014;290;294
"11-04033325976-A0111";1;4;2;"";;150;2;"";1;2;"";5;"";1;"";10;1;1;1;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;1;"";12;3;1;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;11;12;2014;290;294
"11-04033325976-A0121";1;1;2;"";;50;2;"";1;2;"";5;"";1;"";10;1;1;1;1;50;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;"01";"0104";"010403";1;"11-04033325976-A";3;11;12;2014;290;294
"11-04167176149-A0011";1;1;2;"";;240;2;"";1;2;"";5;"";10;"";45;6;;;1;20;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0021";1;1;2;"";;1500;1;"";1;3;"";5;"";10;"";45;2;;1;1;140;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";100;5;4;2;;1;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0031";1;1;2;"";;500;1;"";1;3;"";5;"";10;"";30;6;;;1;50;2;"";2;;2;;2;;2;"";;1;4000;2;;2;;2;;2;"";;1;3;"";45;1;1;2;;1;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0041";1;4;4;"";;150;1;"";2;3;"";5;"";10;"";15;6;;;1;15;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0051";1;1;2;"";;9000;1;"";1;1;"";5;"";10;"";60;2;;1;1;55;3;"";2;;1;3500;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";0;8;4;2;;2;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0061";1;1;2;"";;800;1;"";1;2;"";5;"";10;"";15;2;;1;1;35;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;3;2;2;;2;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0071";1;1;3;"";;500;1;"";1;3;"";5;"";10;"";30;2;;1;1;30;2;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;0;2;;2;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0081";1;1;2;"";;600;1;"";1;3;"";5;"";10;"";15;2;;1;1;20;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;1;1;2;;2;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0091";1;1;2;"";;1000;1;"";1;3;"";5;"";10;"";0;2;;2;1;25;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";26;3;2;2;;2;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0101";1;4;1;"";350;;1;"";1;2;"";5;"";10;"";12;2;;2;1;90;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;3;2;;2;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0121";1;1;2;"";;500;1;"";2;1;"";5;"";10;"";10;3;;1;1;15;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";23;2;1;2;;2;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04167176149-A0131";1;1;2;"";;500;2;"";1;1;"";5;"";10;"";10;2;;1;1;12;2;"";1;500;2;;2;;2;"";;1;400;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;"01";"0101";"010101";1;"11-04167176149-A";1;4;12;2014;319;323
"11-04172834388-A0031";1;4;1;"";200;;1;"";1;3;"";6;"";2;"";10;1;4;2;1;10;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";13;1;0;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;3;12;2014;319;323
"11-04172834388-A0051";1;1;3;"";;250;1;"";2;1;"";5;"";1;"";110;1;1;2;1;45;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";13;2;2;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;3;12;2014;319;323
"11-04172834388-A0081";1;1;2;"";;1500;1;"";1;3;"";6;"";2;"";80;2;;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";22;4;3;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;2;12;2014;319;323
"11-04172834388-A0111";1;1;2;"";;1000;1;"";2;1;"";5;"";2;"";20;2;;1;1;48;3;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";24;2;2;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;2;12;2014;319;323
"11-04172834388-A0141";1;1;2;"";;500;1;"";2;3;"";5;"";1;"";35;1;1;1;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";50;5;3;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;2;12;2014;319;323
"11-04172834388-A0161";1;4;1;"";150;;1;"";1;3;"";5;"";2;"";15;1;1;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";23;1;0;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;3;12;2014;319;323
"11-04172834388-A0191";1;4;6;"";;400;1;"";1;2;"";5;"";2;"";20;1;1;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";8;1;0;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;2;12;2014;319;323
"11-04172834388-A0221";1;1;1;"";500;;1;"";1;3;"";5;"";1;"";40;1;1;1;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";18;2;1;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;3;12;2014;319;323
"11-04172834388-A0251";1;1;2;"";;2000;1;"";2;3;"";5;"";1;"";50;1;1;1;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;4;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;3;12;2014;319;323
"11-04172834388-A0271";1;1;2;"";;1000;1;"";2;1;"";5;"";1;"";22;1;1;1;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";12;3;2;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;2;12;2014;319;323
"11-04172834388-A0301";1;1;2;"";;1500;1;"";2;3;"";5;"";1;"";30;1;1;1;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";14;5;4;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;3;12;2014;319;323
"11-04172834388-A0331";1;1;2;"";;1000;1;"";2;1;"";5;"";3;"";20;1;1;1;1;34;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;3;2;;2;"01";"0101";"010101";1;"11-04172834388-A";1;2;12;2014;319;323
"11-04173636468-A0031";1;4;6;"";;250;2;"";1;3;"";5;"";2;"";15;1;1;1;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;1;"01";"0101";"010101";1;"11-04173636468-A";1;27;11;2014;319;323
"11-04173636468-A0061";1;1;2;"";;300;1;"";1;2;"";6;"";1;"";50;1;1;1;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";9;4;4;1;94;2;"01";"0101";"010101";1;"11-04173636468-A";1;28;11;2014;319;323
"11-04173636468-A0091";1;4;1;"";250;;2;"";1;2;"";5;"";2;"";15;1;1;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";8;1;0;2;;2;"01";"0101";"010101";1;"11-04173636468-A";1;27;11;2014;319;323
"11-04173636468-A0121";1;3;3;"";;1500;1;"";1;3;"";6;"";1;"";150;1;1;1;1;100;6;"";1;14000;2;;1;1000;2;"";;2;;2;;2;;2;;2;"";;1;4;"";20;5;5;1;50;1;"01";"0101";"010101";1;"11-04173636468-A";1;28;11;2014;319;323
"11-04173636468-A0151";1;4;1;"";300;;1;"";1;3;"";5;"";2;"";10;1;1;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";13;1;0;2;;2;"01";"0101";"010101";1;"11-04173636468-A";1;27;11;2014;319;323
"11-04173636468-A0181";1;4;1;"";300;;1;"";1;3;"";5;"";2;"";20;1;1;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";10;1;0;2;;2;"01";"0101";"010101";1;"11-04173636468-A";1;28;11;2014;319;323
"11-04173636468-A0211";1;1;2;"";;1000;1;"";1;2;"";6;"";1;"";20;1;1;1;1;55;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";10;5;3;1;29;1;"01";"0101";"010101";1;"11-04173636468-A";1;27;11;2014;319;323
"11-04173636468-A0241";1;1;2;"";;800;1;"";1;1;"";5;"";1;"";50;1;1;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";30;2;1;1;29;2;"01";"0101";"010101";1;"11-04173636468-A";1;28;11;2014;319;323
"11-04173636468-A0271";1;1;2;"";;2000;1;"";1;2;"";5;"";1;"";55;1;1;1;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";11;3;3;1;30;2;"01";"0101";"010101";1;"11-04173636468-A";1;28;11;2014;319;323
"11-04173636468-A0301";1;3;6;"";;850;1;"";1;2;"";6;"";1;"";25;1;1;1;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;"01";"0101";"010101";1;"11-04173636468-A";1;28;11;2014;319;323
"11-04173636468-A0321";1;4;1;"";250;;1;"";1;1;"";5;"";2;"";12;1;1;2;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";8;1;0;2;;2;"01";"0101";"010101";1;"11-04173636468-A";1;28;11;2014;319;323
"11-04173636468-A0351";1;4;1;"";600;;1;"";1;1;"";5;"";2;"";30;1;1;2;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";13;2;2;2;;2;"01";"0101";"010101";1;"11-04173636468-A";1;28;11;2014;319;323
"11-04175854749-A0081";1;4;1;"";400;;1;"";1;2;"";6;"";2;"";25;1;1;2;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";4;1;1;2;;1;"01";"0101";"010101";1;"11-04175854749-A";1;5;12;2014;319;323
"11-04175854749-A0161";1;4;6;"";;350;1;"";1;3;"";6;"";2;"";50;1;1;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";7;1;1;2;;1;"01";"0101";"010101";1;"11-04175854749-A";1;5;12;2014;319;323
