folio;s1a_01;s1a_02;s1a_02b;s1a_03;s1a_04;s1a_05;s1a_06;s1a_07;s1a_07b;s1a_08;s1a_09;s1a_09b;s1a_10;s1a_10b;s1a_11;s1a_11b;s1a_12a;s1a_12b;s1a_13;s1a_14;s1a_15;s1a_16;s1a_17;s1a_18;s1a_19;s1a_20;s1a_20b;s1a_21_1a;s1a_21_1b;s1a_21_2a;s1a_21_2b;s1a_21_3a;s1a_21_3b;s1a_21_4a;s1a_21_4a1;s1a_21_4b;s1a_22_1a;s1a_22_1b;s1a_22_2a;s1a_22_2b;s1a_22_3a;s1a_22_3b;s1a_22_4a;s1a_22_4b;s1a_22_5a;s1a_22_5a1;s1a_22_5b;s1a_23;s1a_24;s1a_24a;s1a_25;s1a_26;s1a_27;s1a_28;s1a_29;s1a_30;departamento;area;upm;estrato;factor
"313-05177655492-A-0161";4;2;"";;200;2;;1;"";1;1;"";5;"";11;"";;;80;2;;2;2;1;30;6;"";1;5000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;2;2;;2;3;1;"313-05177655492-A";"13";206
"313-05179451795-A-0051";1;2;"";;250;2;;1;"";2;1;"";5;"";11;"";;;200;3;;1;;1;50;6;"";2;;2;;2;;2;"";;1;1000;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;3;1;"313-05179451795-A";"13";248
"313-05191546867-A-0211";1;2;"";;600;2;;1;"";1;1;"";5;"";11;"";;;18;1;1;1;;1;40;6;"";1;840;2;;1;50;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;3;1;"313-05191546867-A";"13";206
"313-05198921500-A-0021";1;2;"";;800;2;;1;"";1;3;"";5;"";11;"";;;96;2;;2;2;1;32;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;2;;2;3;1;"313-05198921500-A";"13";248
"313-05198921500-A-0081";1;2;"";;500;2;;1;"";2;1;"";5;"";11;"";;;120;2;;1;;1;80;6;"";2;;2;;2;;2;"";;1;500;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;3;1;"313-05198921500-A";"13";248
"313-05198921500-A-0241";1;2;"";;300;2;;1;"";1;1;"";5;"";1;"";0;30;25;2;;1;;1;72;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;2;2;;2;3;1;"313-05198921500-A";"13";248
"313-05202411553-A-0131";1;5;"";;250;2;;1;"";1;1;"";5;"";11;"";;;105;1;1;2;2;1;90;6;"";2;;1;500;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;3;1;"313-05202411553-A";"13";206
"313-05203927138-A-0051";1;2;"";;1200;2;;1;"";1;1;"";5;"";11;"";;;120;2;;1;;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;1;38;1;3;1;"313-05203927138-A";"13";206
"313-05208150344-A-0171";4;1;"";400;;2;;1;"";1;1;"";5;"";1;"";1;0;20;2;;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;3;1;"313-05208150344-A";"13";190
"313-05215620375-A-0101";4;1;"";200;;2;;1;"";1;1;"";5;"";11;"";;;48;2;;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;3;1;"313-05215620375-A";"13";206
"313-05215620375-A-0151";1;1;"";500;;2;;1;"";1;1;"";5;"";1;"";3;0;53;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;2;;2;3;1;"313-05215620375-A";"13";206
"313-05215620375-A-0361";1;2;"";;200;2;;1;"";1;1;"";5;"";1;"";0;15;25;1;1;2;2;1;160;6;"";1;7000;2;;2;;2;"";;1;5000;2;;2;;2;;2;"";;1;3;"";25;2;1;1;22;2;3;1;"313-05215620375-A";"13";206
"313-05215620375-A-0451";1;1;"";350;;2;;1;"";1;1;"";5;"";11;"";;;60;1;1;2;3;1;280;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;3;2;;2;3;1;"313-05215620375-A";"13";206
"313-05217657221-A-0221";1;2;"";;600;2;;1;"";1;3;"";5;"";1;"";2;0;20;1;1;1;;1;200;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;1;30;1;3;1;"313-05217657221-A";"13";206
"313-05220943746-A-0141";1;5;"";;300;2;;2;"";1;1;"";5;"";1;"";2;0;26;1;1;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;3;1;"313-05220943746-A";"13";206
"313-05227924765-A-0301";1;2;"";;600;2;;1;"";1;1;"";5;"";1;"";3;0;57;1;1;1;;1;190;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;4;1;25;1;3;1;"313-05227924765-A";"13";225
"313-05279435468-A-0081";1;6;"";;500;2;;1;"";1;1;"";5;"";11;"";;;32;1;1;1;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;3;1;"313-05279435468-A";"13";225
"314-05184941414-A-0101";1;2;"";;500;2;;1;"";2;3;"";5;"";1;"";7;0;20;1;1;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;3;2;;1;3;1;"314-05184941414-A";"14";192
"314-05211093884-A-0681";4;6;"";;600;2;;1;"";1;1;"";5;"";11;"";;;100;2;;2;2;1;140;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;3;1;"314-05211093884-A";"14";192
"314-05214168523-A-0501";4;1;"";400;;2;;1;"";1;1;"";5;"";11;"";;;26;1;1;1;;1;90;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;1;3;1;"314-05214168523-A";"14";210
"314-05214168523-A-0551";4;1;"";400;;2;;1;"";1;1;"";5;"";1;"";3;0;20;1;1;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;3;1;"314-05214168523-A";"14";210
"314-05230221578-A-0011";1;2;"";;500;2;;1;"";1;1;"";5;"";1;"";3;0;50;1;1;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;1;25;2;3;1;"314-05230221578-A";"14";192
"314-05251210629-A-0191";1;2;"";;1200;2;;1;"";1;2;"";5;"";1;"";4;0;110;1;1;1;;1;150;6;"";1;300;2;;1;300;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;4;4;1;60;1;3;1;"314-05251210629-A";"14";192
"314-05258004101-A-0061";3;5;"";;500;2;;1;"";1;3;"";5;"";1;"";2;0;24;1;1;1;;1;70;6;"";1;1000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;3;1;35;2;3;1;"314-05258004101-A";"14";210
"314-05281615888-A-0091";1;2;"";;400;2;;1;"";2;1;"";5;"";1;"";4;0;60;1;1;2;2;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;4;3;2;;1;3;1;"314-05281615888-A";"14";192
"314-05281615888-A-0102";4;1;"";200;;2;;1;"";2;1;"";5;"";1;"";0;0;20;1;1;2;2;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;3;1;"314-05281615888-A";"14";192
"322-00520422340-A-0361";4;4;"";;100;2;;1;"";1;1;"";5;"";2;"";24;0;25;3;;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;3;1;"322-00520422340-A";"12";187
"322-05225175926-A-0211";1;1;"";200;;2;;1;"";1;1;"";5;"";3;"";2;0;35;1;1;2;3;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;2;2;;2;3;1;"322-05225175926-A";"12";187
"322-05225175926-A-0431";1;5;"";;400;2;;1;"";1;1;"";5;"";3;"";3;0;35;1;1;2;3;1;70;6;"";2;;1;1500;2;;2;"";;1;7000;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;3;1;"322-05225175926-A";"12";187
"323-00519116748-A-0041";1;2;"";;600;2;;1;"";1;2;"";5;"";1;"";24;0;25;1;1;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;1;2;;2;3;1;"323-00519116748-A";"13";225
"323-00519116748-A-0081";1;2;"";;300;2;;1;"";1;2;"";5;"";1;"";24;0;15;1;1;2;3;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;3;1;"323-00519116748-A";"13";225
"323-00519116748-A-0151";1;2;"";;400;2;;2;"";1;1;"";5;"";1;"";24;0;40;2;;2;2;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;3;1;"323-00519116748-A";"13";225
"323-00521750699-A-0241";1;1;"";300;;2;;2;"";1;1;"";5;"";4;"";;;27;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;3;1;"323-00521750699-A";"13";248
"323-00523291331-A-0311";1;2;"";;500;2;;2;"";1;2;"";5;"";4;"";;;85;2;;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;1;2;;2;3;1;"323-00523291331-A";"13";225
"323-00524079353-A-0171";1;2;"";;500;2;;2;"";1;2;"";5;"";1;"";2;0;10;1;1;1;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;1;1;20;2;3;1;"323-00524079353-A";"13";206
"323-00524079353-A-0201";1;5;"";;200;2;;1;"";1;1;"";5;"";1;"";2;0;10;1;1;2;3;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;1;2;;2;3;1;"323-00524079353-A";"13";206
"323-00525090117-A-0131";1;2;"";;400;2;;1;"";1;1;"";5;"";3;"";2;0;35;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;3;1;"323-00525090117-A";"13";206
"323-00525824437-A-0561";1;1;"";200;;2;;1;"";1;1;"";5;"";4;"";;;15;1;1;1;;1;28;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;3;1;"323-00525824437-A";"13";248
"323-00525824437-A-0641";1;5;"";;200;2;;1;"";1;1;"";5;"";4;"";;;25;1;1;1;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;3;1;"323-00525824437-A";"13";248
"323-00525824437-A-0801";1;2;"";;150;2;;2;"";1;1;"";5;"";4;"";;;25;2;;1;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;3;1;"323-00525824437-A";"13";248
"323-05231610368-A-0311";4;1;"";250;;2;;1;"";1;1;"";5;"";2;"";12;0;10;2;;1;;1;120;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;3;1;"323-05231610368-A";"13";206
"323-05242749747-A-0031";1;2;"";;2000;2;;1;"";1;2;"";5;"";1;"";24;0;20;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;3;1;"323-05242749747-A";"13";225
"324-00522588062-A-0151";1;1;"";400;;2;;1;"";1;1;"";5;"";1;"";12;0;50;1;1;2;3;1;48;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;2;3;1;"324-00522588062-A";"14";192
"324-00522588062-A-0171";1;1;"";400;;2;;1;"";1;1;"";5;"";1;"";12;0;20;1;1;2;3;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;2;2;;1;3;1;"324-00522588062-A";"14";192
"324-00524235472-A-0201";1;6;"";;500;2;;1;"";1;1;"";5;"";1;"";1;0;40;1;1;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;1;2;;2;3;1;"324-00524235472-A";"14";210
"324-00524430013-A-0331";1;2;"";;600;2;;1;"";1;1;"";5;"";4;"";;;15;1;1;1;;1;76;6;"";2;;2;;1;2500;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;3;1;"324-00524430013-A";"14";210
"324-00524430013-A-0391";4;1;"";200;;2;;1;"";1;1;"";5;"";4;"";;;;1;1;1;;1;0;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;3;1;"324-00524430013-A";"14";210
"324-00525089668-A-0021";4;5;"";;250;2;;1;"";1;1;"";5;"";1;"";0;30;30;1;1;2;2;1;12;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;3;1;"324-00525089668-A";"14";231
"324-05246648658-A-0071";1;2;"";;500;2;;1;"";1;3;"";5;"";4;"";;;15;2;;2;2;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;1;25;2;3;1;"324-05246648658-A";"14";210
"334-05163589728-A-0041";1;2;"";;300;2;;1;"";1;2;"";5;"";4;"";;;50;1;2;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;3;1;20;2;3;1;"334-05163589728-A";"14";192
"334-05163589728-A-0261";1;2;"";;50;2;;2;"";1;2;"";5;"";4;"";;;20;3;;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;4;2;;2;3;1;"334-05163589728-A";"14";192
"344-05213126916-A-0311";1;5;"";;150;2;;2;"";1;2;"";5;"";1;"";24;0;10;2;;1;;1;250;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;3;2;;2;3;2;"344-05213126916-A";"24";544
"344-05213126916-A-0551";1;2;"";;100;2;;2;"";1;1;"";5;"";1;"";24;0;13;2;;2;2;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;3;2;"344-05213126916-A";"24";544
"411-04795896513-A-0041";1;2;"";;150;2;;2;"";2;1;"";5;"";1;"";3;0;25;5;;;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;4;1;"411-04795896513-A";"11";223
"412-00477814549-A-0231";1;2;"";;300;2;;1;"";2;2;"";5;"";2;"";5;0;45;1;2;1;;1;85;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;2;1;36;2;4;1;"412-00477814549-A";"12";224
"412-04758788831-A-0041";1;2;"";;250;2;;1;"";1;1;"";5;"";2;"";7;0;35;1;1;1;;1;65;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;4;3;2;;2;4;1;"412-04758788831-A";"12";224
"413-00476587797-A-0361";1;2;"";;200;2;;2;"";1;1;"";5;"";2;"";7;0;45;1;1;1;;1;180;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;7;4;2;;2;4;1;"413-00476587797-A";"13";283
"443-04066374127-A-0101";1;2;"";;80;2;;2;"";1;1;"";5;"";8;"";;;7;1;1;1;;1;15;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;4;2;"443-04066637160-A";"23";223
"512-00378279798-A-0031";4;5;"";;300;2;;1;"";1;1;"";5;"";1;"";4;0;15;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;5;1;"512-00378279798-A";"12";554
"512-00378279798-A-0061";1;2;"";;250;2;;1;"";1;1;"";5;"";1;"";2;0;35;1;1;1;;1;60;6;"";1;100;1;300;1;400;2;"";;1;2000;1;2000;1;1200;1;1300;2;"";;1;3;"";25;6;2;2;;2;5;1;"512-00378279798-A";"12";554
"512-00378279798-A-0091";4;1;"";200;;2;;2;"";1;3;"";5;"";2;"";3;0;18;1;1;2;3;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;5;1;"512-00378279798-A";"12";554
"512-00378279798-A-0131";4;1;"";200;;2;;1;"";1;3;"";5;"";2;"";3;0;20;1;1;2;5;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;5;1;"512-00378279798-A";"12";554
"513-00377234002-A-0021";1;2;"";;600;2;;2;"";1;1;"";5;"";1;"";12;0;14;1;1;1;;1;32;6;"";2;;2;;2;;2;"";;1;4400;2;;2;;2;;2;"";;1;4;"";25;4;3;2;;2;5;1;"513-00377234002-A";"13";454
"513-00377234002-A-0071";4;1;"";160;;2;;2;"";1;1;"";5;"";2;"";24;0;15;1;1;2;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;5;1;"513-00377234002-A";"13";454
"513-00377234002-A-0111";4;1;"";150;;2;;1;"";1;3;"";5;"";2;"";24;0;15;1;1;2;4;1;17;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;5;1;"513-00377234002-A";"13";454
"513-00377234002-A-0161";4;1;"";150;;2;;1;"";1;1;"";5;"";2;"";24;0;8;1;1;2;4;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;2;;2;5;1;"513-00377234002-A";"13";454
"514-00378111310-A-0731";1;2;"";;150;2;;1;"";1;1;"";5;"";2;"";6;0;20;1;1;1;;1;30;6;"";1;6000;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;4;3;1;36;2;5;1;"514-00378111310-A";"14";529
"533-03839258488-A-0201";1;2;"";;50;2;;2;"";1;1;"";5;"";2;"";2;0;12;1;1;1;;1;14;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;5;1;"533-03839258488-A";"13";454
"534-03839849831-A-0151";1;2;"";;200;2;;1;"";1;3;"";5;"";2;"";2;0;12;1;1;1;;1;34;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;5;4;2;;2;5;1;"534-03839849831-A";"14";529
"543-03461776658-A-0021";4;5;"";;70;2;;2;"";1;3;"";5;"";2;"";3;0;10;1;1;2;2;1;14;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;5;2;"543-03461776658-A";"23";580
"543-03461776658-A-0081";4;1;"";120;;2;;2;"";1;3;"";5;"";2;"";1;0;6;1;1;2;3;1;14;6;"";2;;2;;2;;2;"";;2;;2;;2;;1;120;2;"";;2;3;"";25;1;0;2;;1;5;2;"543-03461776658-A";"23";580
"543-03461776658-A-0141";4;1;"";100;;2;;2;"";1;2;"";5;"";6;"";;;15;5;;;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;5;2;"543-03461776658-A";"23";580
"544-03799722408-A-0021";1;2;"";;200;2;;2;"";1;3;"";5;"";2;"";24;0;18;5;;;;1;20;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;2;1;2;;2;5;2;"544-03799722408-A";"24";349
"544-04348606390-D-0211";1;2;"";;200;2;;2;"";1;1;"";5;"";1;"";24;0;5;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;2;2;;2;5;2;"544-04348606390-D";"24";349
"544-04348606390-D-0531";1;2;"";;250;2;;2;"";1;1;"";5;"";2;"";15;0;5;2;;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;5;2;"544-04348606390-D";"24";349
"544-04348606390-D-1191";4;5;"";;100;2;;2;"";1;1;"";5;"";2;"";10;0;5;5;;;;1;26;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;5;2;"544-04348606390-D";"24";349
"544-04348606390-D-2491";1;2;"";;100;2;;1;"";1;1;"";5;"";2;"";24;0;15;5;;;;1;35;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;3;2;;2;5;2;"544-04348606390-D";"24";349
"544-04348606390-D-2821";1;2;"";;200;2;;2;"";1;1;"";5;"";2;"";4;0;5;5;;;;1;40;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;5;2;"544-04348606390-D";"24";349
"544-04348606390-D-3151";1;2;"";;300;2;;2;"";1;1;"";5;"";2;"";5;0;2;5;;;;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;1;2;;2;5;2;"544-04348606390-D";"24";349
"544-04348606390-D-3801";1;2;"";;300;2;;2;"";1;1;"";5;"";2;"";20;0;2;5;;;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;5;1;2;;2;5;2;"544-04348606390-D";"24";349
"553-03736666664-D-0371";1;2;"";;50;2;;2;"";1;1;"";5;"";4;"";;;5;5;;;;1;16;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;5;2;"553-03736666664-D";"23";633
"553-03736666664-D-0451";4;5;"";;;2;;2;"";1;1;"";5;"";4;"";;;5;5;;;;1;16;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;5;2;"553-03736666664-D";"23";633
"611-02988395158-A-0041";1;2;"";;400;2;;1;"";1;1;"";5;"";2;"";24;0;50;1;1;1;;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;0;2;;1;6;1;"611-02988395158-A";"11";194
"612-02979873809-A-0111";4;1;"";220;;2;;2;"";1;2;"";5;"";2;"";7;0;30;1;1;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;1;6;1;"612-02979873809-A";"12";123
"612-02982931240-A-0041";4;5;"";;300;2;;1;"";1;1;"";5;"";3;"";24;0;23;3;;2;2;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;6;1;"612-02982931240-A";"12";123
"612-02982931240-A-0061";1;7;"ASENTAMIENTO";;1200;2;;1;"";1;1;"";5;"";3;"";24;0;23;3;;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;6;1;"612-02982931240-A";"12";123
"612-02982931240-A-0111";1;7;"ES UN ASENTAMIENTO NO TIENEN PAPELES";;450;2;;1;"";1;1;"";5;"";3;"";6;0;22;5;;;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;6;1;"612-02982931240-A";"12";123
"612-02982931240-A-0151";1;7;"ANTES ERA ASENTAMIENTO Y RECIÉN ESTÁN  REALIZANDO  SUS PAPELES PARA COMENZAR APAGAR";;650;2;;1;"";2;1;"";5;"";3;"";24;0;12;3;;2;2;1;25;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;1;0;1;6;1;"612-02982931240-A";"12";123
"612-02982931240-A-0181";1;7;"ES SENTAMIENTO NO PAGA NO TIENEN PAPELES";;350;2;;1;"";1;1;"";5;"";3;"";24;0;20;2;;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;2;2;2;;1;6;1;"612-02982931240-A";"12";123
"612-02982931240-A-0201";1;7;"ACENTAMIENTO Y NO CUENTA CON PAPELES";;400;2;;1;"";2;1;"";5;"";3;"";24;0;22;1;3;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;1;6;1;"612-02982931240-A";"12";123
"612-02982931240-A-0221";1;7;"ES UN ACENTAMIENTO Y NO CUENTA CON PAPELES";;600;2;;1;"";1;1;"";5;"";3;"";24;0;30;1;3;1;;1;60;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;1;6;1;"612-02982931240-A";"12";123
"612-02982931240-A-0251";1;7;"ES UN ACENTAMIENTO Y NO CUENTAN CON PAPELES";;1000;2;;1;"";1;1;"";5;"";3;"";24;0;20;1;3;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;4;4;2;;1;6;1;"612-02982931240-A";"12";123
"612-02984673635-A-0061";1;5;"";;250;2;;1;"";2;3;"";5;"";2;"";16;0;45;1;1;1;;1;70;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;1;1;2;;2;6;1;"612-02984673635-A";"12";134
"612-02984673635-A-0131";4;1;"";250;;2;;1;"";1;3;"";5;"";2;"";16;0;20;1;1;1;;1;30;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;1;2;;2;6;1;"612-02984673635-A";"12";134
"612-02984673635-A-0221";4;2;"";;800;2;;1;"";1;3;"";5;"";2;"";24;0;60;1;1;2;2;1;80;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;3;"";25;3;2;2;;2;6;1;"612-02984673635-A";"12";134
"612-02986083242-A-0051";1;5;"";;500;2;;1;"";1;1;"";5;"";2;"";12;0;80;5;;;;1;50;6;"";2;;2;;2;;2;"";;1;200;2;;2;;2;;2;"";;2;3;"";25;2;2;2;;2;6;1;"612-02986083242-A";"12";123
"612-02986083242-A-0071";4;4;"";;250;2;;1;"";1;3;"";5;"";2;"";24;0;50;1;1;1;;1;45;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;2;3;"";25;1;0;2;;2;6;1;"612-02986083242-A";"12";123
"613-02968219260-A-0081";4;5;"";;900;2;;2;"";2;2;"";5;"";2;"";3;0;30;1;1;2;2;1;35;6;"";2;;2;;2;;2;"";;1;2000;2;;2;;2;;2;"";;1;4;"";25;2;1;2;;2;6;1;"613-02968219260-A";"13";171
"613-02970888419-A-0901";4;5;"";;400;2;;1;"";1;1;"";5;"";2;"";24;0;40;1;1;2;4;1;40;6;"";2;;2;;2;;2;"";;1;4000;2;;2;;2;;2;"";;1;3;"";25;1;0;2;;2;6;1;"613-02970888419-A";"13";156
"613-02976800593-A-0031";1;2;"";;2250;2;;1;"";1;3;"";5;"";1;"";24;0;100;1;1;1;;1;100;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;1;1;25;2;6;1;"613-02976800593-A";"13";156
"613-02977710385-A-0241";4;5;"";;600;2;;1;"";1;1;"";5;"";1;"";12;0;60;1;1;2;3;1;100;6;"";1;200;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;1;0;1;20;2;6;1;"613-02977710385-A";"13";156
"613-02977710385-A-0281";3;5;"";;400;2;;1;"";2;1;"";5;"";1;"";24;0;50;1;1;1;;1;50;6;"";2;;2;;2;;2;"";;2;;2;;2;;2;;2;"";;1;4;"";25;2;1;2;;1;6;1;"613-02977710385-A";"13";156
