folio;item;s8_13;s8_14;s8_15;s8_16;factor_ant;factor
"11-00417804463-A0281";9;2;;;;319;323
"11-00417804463-A0281";10;2;;;;319;323
"11-00417804463-A0281";1;1;1;5;3000;319;323
"11-00417804463-A0281";2;1;1;20;1500;319;323
"11-00417804463-A0281";3;1;1;8;3000;319;323
"11-00417804463-A0281";4;1;1;2;4000;319;323
"11-00417804463-A0281";5;1;1;10;1000;319;323
"11-00417804463-A0281";7;1;2;4;2500;319;323
"11-00417804463-A0321";1;2;;;;319;323
"11-00417804463-A0321";2;1;1;10;;319;323
"11-00417804463-A0321";3;1;2;1;;319;323
"11-00417804463-A0321";4;1;1;10;2800;319;323
"11-00417804463-A0321";5;1;2;5;;319;323
"11-00417804463-A0321";6;1;1;2;8000;319;323
"11-00417804463-A0321";7;1;4;1;2000;319;323
"11-00417804463-A0321";8;1;1;1;1800;319;323
"11-00417804463-A0321";9;1;1;3;;319;323
"11-00417804463-A0321";10;1;1;1;74000;319;323
"11-00417804463-A0351";4;2;;;;319;323
"11-00417804463-A0351";6;2;;;;319;323
"11-00417804463-A0351";8;2;;;;319;323
"11-00417804463-A0351";9;2;;;;319;323
"11-00417804463-A0351";10;2;;;;319;323
"11-00417804463-A0351";1;1;1;5;3000;319;323
"11-00417804463-A0351";2;1;1;15;1000;319;323
"11-00417804463-A0351";3;1;1;5;2500;319;323
"11-00417804463-A0351";5;1;1;20;;319;323
"11-00417804463-A0351";7;1;2;5;1500;319;323
"11-00417804463-A0381";8;2;;;;319;323
"11-00417804463-A0381";9;2;;;;319;323
"11-00417804463-A0381";10;2;;;;319;323
"11-00417804463-A0381";1;1;1;2;3000;319;323
"11-00417804463-A0381";2;1;1;5;1500;319;323
"11-00417804463-A0381";3;1;1;3;3500;319;323
"11-00417804463-A0381";4;1;1;3;4000;319;323
"11-00417804463-A0381";5;1;1;6;;319;323
"11-00417804463-A0381";6;1;1;1;1000;319;323
"11-00417804463-A0381";7;1;2;4;2000;319;323
"11-00418142107-A0021";1;2;;;;319;323
"11-00418142107-A0021";3;2;;;;319;323
"11-00418142107-A0021";4;2;;;;319;323
"11-00418142107-A0021";6;2;;;;319;323
"11-00418142107-A0021";8;2;;;;319;323
"11-00418142107-A0021";9;2;;;;319;323
"11-00418142107-A0021";10;2;;;;319;323
"11-00418142107-A0021";2;1;1;1;;319;323
"11-00418142107-A0021";5;1;1;1;;319;323
"11-00418142107-A0021";7;1;1;1;;319;323
"11-00418142107-A0071";1;2;;;;319;323
"11-00418142107-A0071";3;2;;;;319;323
"11-00418142107-A0071";4;2;;;;319;323
"11-00418142107-A0071";6;2;;;;319;323
"11-00418142107-A0071";8;2;;;;319;323
"11-00418142107-A0071";9;2;;;;319;323
"11-00418142107-A0071";10;2;;;;319;323
"11-00418142107-A0071";2;1;1;1;300;319;323
"11-00418142107-A0071";5;1;1;1;100;319;323
"11-00418142107-A0071";7;1;1;1;1200;319;323
"11-00418142107-A0111";1;2;;;;319;323
"11-00418142107-A0111";4;2;;;;319;323
"11-00418142107-A0111";8;2;;;;319;323
"11-00418142107-A0111";9;2;;;;319;323
"11-00418142107-A0111";10;2;;;;319;323
"11-00418142107-A0111";2;1;1;4;;319;323
"11-00418142107-A0111";3;1;1;2;2100;319;323
"11-00418142107-A0111";5;1;1;5;;319;323
"11-00418142107-A0111";6;1;1;5;;319;323
"11-00418142107-A0111";7;1;1;3;1800;319;323
"11-00418142107-A0161";1;2;;;;319;323
"11-00418142107-A0161";3;2;;;;319;323
"11-00418142107-A0161";4;2;;;;319;323
"11-00418142107-A0161";6;2;;;;319;323
"11-00418142107-A0161";8;2;;;;319;323
"11-00418142107-A0161";9;2;;;;319;323
"11-00418142107-A0161";10;2;;;;319;323
"11-00418142107-A0161";2;1;1;4;350;319;323
"11-00418142107-A0161";5;1;1;20;;319;323
"11-00418142107-A0161";7;1;1;15;900;319;323
"11-00418142107-A0201";6;2;;;;319;323
"11-00418142107-A0201";8;2;;;;319;323
"11-00418142107-A0201";9;2;;;;319;323
"11-00418142107-A0201";10;2;;;;319;323
"11-00418142107-A0201";1;1;1;10;;319;323
"11-00418142107-A0201";2;1;1;20;;319;323
"11-00418142107-A0201";3;1;1;10;;319;323
"11-00418142107-A0201";4;1;1;5;;319;323
"11-00418142107-A0201";5;1;1;20;;319;323
"11-00418142107-A0201";7;1;1;10;;319;323
"11-00418142107-A0251";1;2;;;;319;323
"11-00418142107-A0251";4;2;;;;319;323
"11-00418142107-A0251";6;2;;;;319;323
"11-00418142107-A0251";8;2;;;;319;323
"11-00418142107-A0251";9;1;;;44300;319;323
"11-00418142107-A0251";10;2;;;;319;323
"11-00418142107-A0251";2;1;1;35;100;319;323
"11-00418142107-A0251";3;1;1;2;0;319;323
"11-00418142107-A0251";5;1;1;35;100;319;323
"11-00418142107-A0251";7;1;1;5;0;319;323
"11-00418142107-A0291";1;2;;;;319;323
"11-00418142107-A0291";2;2;;;;319;323
"11-00418142107-A0291";3;2;;;;319;323
"11-00418142107-A0291";5;2;;;;319;323
"11-00418142107-A0291";6;2;;;;319;323
"11-00418142107-A0291";8;2;;;;319;323
"11-00418142107-A0291";9;2;;;;319;323
"11-00418142107-A0291";10;2;;;;319;323
"11-00418142107-A0291";4;1;1;2;;319;323
"11-00418142107-A0291";7;1;1;2;;319;323
"11-00418142107-A0341";1;2;;;;319;323
"11-00418142107-A0341";2;2;;;;319;323
"11-00418142107-A0341";3;2;;;;319;323
"11-00418142107-A0341";6;2;;;;319;323
"11-00418142107-A0341";8;2;;;;319;323
"11-00418142107-A0341";9;2;;;;319;323
"11-00418142107-A0341";10;2;;;;319;323
"11-00418142107-A0341";4;1;1;1;3800;319;323
"11-00418142107-A0341";5;1;1;5;;319;323
"11-00418142107-A0341";7;1;1;8;;319;323
"11-00418142107-A0381";1;2;;;;319;323
"11-00418142107-A0381";6;2;;;;319;323
"11-00418142107-A0381";8;2;;;;319;323
"11-00418142107-A0381";9;2;;;;319;323
"11-00418142107-A0381";10;2;;;;319;323
"11-00418142107-A0381";2;1;1;1;1800;319;323
"11-00418142107-A0381";3;1;1;1;1500;319;323
"11-00418142107-A0381";4;1;1;3;6000;319;323
"11-00418142107-A0381";5;1;1;5;1000;319;323
"11-00418142107-A0381";7;1;1;2;1500;319;323
"11-00418142107-A0431";1;2;;;;319;323
"11-00418142107-A0431";6;2;;;;319;323
"11-00418142107-A0431";8;2;;;;319;323
"11-00418142107-A0431";9;2;;;;319;323
"11-00418142107-A0431";10;2;;;;319;323
"11-00418142107-A0431";2;1;1;15;;319;323
"11-00418142107-A0431";3;1;1;2;2000;319;323
"11-00418142107-A0431";4;1;1;1;5000;319;323
"11-00418142107-A0431";5;1;1;3;;319;323
"11-00418142107-A0431";7;1;1;10;2500;319;323
"11-00418142107-A0471";1;2;;;;319;323
"11-00418142107-A0471";8;2;;;;319;323
"11-00418142107-A0471";9;2;;;;319;323
"11-00418142107-A0471";2;1;1;10;;319;323
"11-00418142107-A0471";3;1;1;10;;319;323
"11-00418142107-A0471";4;1;1;8;3500;319;323
"11-00418142107-A0471";5;1;1;2;2000;319;323
"11-00418142107-A0471";6;1;1;3;600;319;323
"11-00418142107-A0471";7;1;2;5;1500;319;323
"11-00418142107-A0471";10;1;1;2;105000;319;323
"11-00418142107-A0521";1;2;;;;319;323
"11-00418142107-A0521";6;2;;;;319;323
"11-00418142107-A0521";8;2;;;;319;323
"11-00418142107-A0521";9;2;;;;319;323
"11-00418142107-A0521";10;2;;;;319;323
"11-00418142107-A0521";2;1;1;4;;319;323
"11-00418142107-A0521";3;1;1;2;1500;319;323
"11-00418142107-A0521";4;1;1;2;;319;323
"11-00418142107-A0521";5;1;1;4;1000;319;323
"11-00418142107-A0521";7;1;1;4;2000;319;323
"11-00418331953-A0011";1;2;;;;319;323
"11-00418331953-A0011";4;2;;;;319;323
"11-00418331953-A0011";6;2;;;;319;323
"11-00418331953-A0011";8;2;;;;319;323
"11-00418331953-A0011";9;2;;;;319;323
"11-00418331953-A0011";2;1;1;10;300;319;323
"11-00418331953-A0011";3;1;1;8;999999;319;323
"11-00418331953-A0011";5;1;1;5;100;319;323
"11-00418331953-A0011";7;1;1;5;3000;319;323
"11-00418331953-A0011";10;1;1;6;35000;319;323
"11-00418331953-A0031";1;2;;;;319;323
"11-00418331953-A0031";3;2;;;;319;323
"11-00418331953-A0031";4;2;;;;319;323
"11-00418331953-A0031";5;2;;;;319;323
"11-00418331953-A0031";6;2;;;;319;323
"11-00418331953-A0031";8;2;;;;319;323
"11-00418331953-A0031";9;2;;;;319;323
"11-00418331953-A0031";10;2;;;;319;323
"11-00418331953-A0031";2;1;1;8;800;319;323
"11-00418331953-A0031";7;1;1;10;2000;319;323
"11-00418331953-A0051";1;2;;;;319;323
"11-00418331953-A0051";6;2;;;;319;323
"11-00418331953-A0051";8;2;;;;319;323
"11-00418331953-A0051";9;2;;;;319;323
"11-00418331953-A0051";10;2;;;;319;323
"11-00418331953-A0051";2;1;1;10;999999;319;323
"11-00418331953-A0051";3;1;1;10;999999;319;323
"11-00418331953-A0051";4;1;1;5;999999;319;323
"11-00418331953-A0051";5;1;1;3;999999;319;323
"11-00418331953-A0051";7;1;1;15;10000;319;323
"11-00418331953-A0071";1;2;;;;319;323
"11-00418331953-A0071";3;2;;;;319;323
"11-00418331953-A0071";4;2;;;;319;323
"11-00418331953-A0071";5;2;;;;319;323
"11-00418331953-A0071";6;2;;;;319;323
"11-00418331953-A0071";8;2;;;;319;323
"11-00418331953-A0071";9;2;;;;319;323
"11-00418331953-A0071";10;2;;;;319;323
"11-00418331953-A0071";2;1;1;5;999999;319;323
"11-00418331953-A0071";7;1;1;7;10000;319;323
"11-00418331953-A0091";1;2;;;;319;323
"11-00418331953-A0091";4;2;;;;319;323
"11-00418331953-A0091";6;2;;;;319;323
"11-00418331953-A0091";8;2;;;;319;323
"11-00418331953-A0091";9;2;;;;319;323
"11-00418331953-A0091";10;2;;;;319;323
"11-00418331953-A0091";2;1;1;1;2600;319;323
"11-00418331953-A0091";3;1;1;1;3200;319;323
"11-00418331953-A0091";5;1;1;1;80;319;323
"11-00418331953-A0091";7;1;2;1;1200;319;323
"11-00418331953-A0111";3;2;;;;319;323
"11-00418331953-A0111";5;2;;;;319;323
"11-00418331953-A0111";6;2;;;;319;323
"11-00418331953-A0111";8;2;;;;319;323
"11-00418331953-A0111";9;2;;;;319;323
"11-00418331953-A0111";10;2;;;;319;323
"11-00418331953-A0111";1;1;1;1;2200;319;323
"11-00418331953-A0111";2;1;1;2;999999;319;323
"11-00418331953-A0111";4;1;1;4;999999;319;323
"11-00418331953-A0111";7;1;1;4;10000;319;323
"11-00418331953-A0131";1;2;;;;319;323
"11-00418331953-A0131";3;2;;;;319;323
"11-00418331953-A0131";4;2;;;;319;323
"11-00418331953-A0131";5;2;;;;319;323
"11-00418331953-A0131";6;2;;;;319;323
"11-00418331953-A0131";8;2;;;;319;323
"11-00418331953-A0131";9;2;;;;319;323
"11-00418331953-A0131";10;2;;;;319;323
"11-00418331953-A0131";2;1;1;2;150;319;323
"11-00418331953-A0131";7;1;1;3;1400;319;323
"11-00418331953-A0151";1;2;;;;319;323
"11-00418331953-A0151";4;2;;;;319;323
"11-00418331953-A0151";8;2;;;;319;323
"11-00418331953-A0151";9;2;;;;319;323
"11-00418331953-A0151";10;2;;;;319;323
"11-00418331953-A0151";2;1;2;3;500;319;323
"11-00418331953-A0151";3;1;1;3;1000;319;323
"11-00418331953-A0151";5;1;2;1;3000;319;323
"11-00418331953-A0151";6;1;1;5;800;319;323
"11-00418331953-A0151";7;1;2;1;800;319;323
"11-00418331953-A0171";1;2;;;;319;323
"11-00418331953-A0171";4;2;;;;319;323
"11-00418331953-A0171";5;2;;;;319;323
"11-00418331953-A0171";8;2;;;;319;323
"11-00418331953-A0171";9;2;;;;319;323
"11-00418331953-A0171";10;2;;;;319;323
"11-00418331953-A0171";2;1;1;8;1000;319;323
"11-00418331953-A0171";3;1;1;6;1000;319;323
"11-00418331953-A0171";6;1;1;5;2000;319;323
"11-00418331953-A0171";7;1;1;5;1000;319;323
"11-00418331953-A0191";4;2;;;;319;323
"11-00418331953-A0191";8;2;;;;319;323
"11-00418331953-A0191";9;2;;;;319;323
"11-00418331953-A0191";10;2;;;;319;323
"11-00418331953-A0191";1;1;1;5;4000;319;323
"11-00418331953-A0191";2;1;1;4;1800;319;323
"11-00418331953-A0191";3;1;2;4;3500;319;323
"11-00418331953-A0191";5;1;1;4;350;319;323
"11-00418331953-A0191";6;1;1;2;1600;319;323
"11-00418331953-A0191";7;1;4;6;7500;319;323
"11-00418331953-A0211";8;2;;;;319;323
"11-00418331953-A0211";9;2;;;;319;323
"11-00418331953-A0211";10;2;;;;319;323
"11-00418331953-A0211";1;1;1;3;999999;319;323
"11-00418331953-A0211";2;1;1;5;1000;319;323
"11-00418331953-A0211";3;1;1;4;1300;319;323
"11-00418331953-A0211";4;1;1;1;2000;319;323
"11-00418331953-A0211";5;1;1;1;400;319;323
"11-00418331953-A0211";6;1;1;1;1200;319;323
"11-00418331953-A0211";7;1;1;1;2300;319;323
"11-00418331953-A0231";1;2;;;;319;323
"11-00418331953-A0231";4;2;;;;319;323
"11-00418331953-A0231";6;2;;;;319;323
"11-00418331953-A0231";8;2;;;;319;323
"11-00418331953-A0231";9;2;;;;319;323
"11-00418331953-A0231";10;2;;;;319;323
"11-00418331953-A0231";2;1;1;6;1300;319;323
"11-00418331953-A0231";3;1;1;7;1500;319;323
"11-00418331953-A0231";5;1;1;4;700;319;323
"11-00418331953-A0231";7;1;1;5;1400;319;323
"11-00418531799-A0011";4;2;;;;319;323
"11-00418531799-A0011";5;2;;;;319;323
"11-00418531799-A0011";8;2;;;;319;323
"11-00418531799-A0011";9;2;;;;319;323
"11-00418531799-A0011";10;2;;;;319;323
"11-00418531799-A0011";1;1;1;2;1000;319;323
"11-00418531799-A0011";2;1;1;6;999999;319;323
"11-00418531799-A0011";3;1;1;3;1500;319;323
"11-00418531799-A0011";6;1;1;6;1000;319;323
"11-00418531799-A0011";7;1;1;6;800;319;323
"11-00418531799-A0051";1;2;;;;319;323
"11-00418531799-A0051";3;2;;;;319;323
"11-00418531799-A0051";4;2;;;;319;323
"11-00418531799-A0051";6;2;;;;319;323
"11-00418531799-A0051";8;2;;;;319;323
"11-00418531799-A0051";9;2;;;;319;323
"11-00418531799-A0051";10;2;;;;319;323
"11-00418531799-A0051";2;1;1;8;100;319;323
"11-00418531799-A0051";5;1;1;10;400;319;323
"11-00418531799-A0051";7;1;1;25;700;319;323
"11-00418531799-A0091";3;2;;;;319;323
"11-00418531799-A0091";4;2;;;;319;323
"11-00418531799-A0091";9;2;;;;319;323
"11-00418531799-A0091";1;1;1;2;1500;319;323
"11-00418531799-A0091";2;1;1;2;1000;319;323
"11-00418531799-A0091";5;1;1;1;500;319;323
"11-00418531799-A0091";6;1;1;2;1200;319;323
"11-00418531799-A0091";7;1;2;1;10000;319;323
"11-00418531799-A0091";8;1;1;1;1300;319;323
"11-00418531799-A0091";10;1;1;5;90000;319;323
"11-00418531799-A0121";1;2;;;;319;323
"11-00418531799-A0121";5;2;;;;319;323
"11-00418531799-A0121";10;2;;;;319;323
"11-00418531799-A0121";2;1;1;15;300;319;323
"11-00418531799-A0121";3;1;1;2;800;319;323
"11-00418531799-A0121";4;1;1;8;999999;319;323
"11-00418531799-A0121";6;1;1;8;999999;319;323
"11-00418531799-A0121";7;1;3;1;1300;319;323
"11-00418531799-A0121";8;1;1;8;;319;323
"11-00418531799-A0121";9;1;3;1;1300;319;323
"11-00418531799-A0161";1;2;;;;319;323
"11-00418531799-A0161";5;2;;;;319;323
"11-00418531799-A0161";9;2;;;;319;323
"11-00418531799-A0161";10;2;;;;319;323
"11-00418531799-A0161";2;1;1;1;700;319;323
"11-00418531799-A0161";3;1;1;1;1200;319;323
"11-00418531799-A0161";4;1;1;3;3000;319;323
"11-00418531799-A0161";6;1;1;2;1300;319;323
"11-00418531799-A0161";7;1;1;4;2000;319;323
"11-00418531799-A0161";8;1;1;2;1900;319;323
"11-00418531799-A0201";3;2;;;;319;323
"11-00418531799-A0201";4;2;;;;319;323
"11-00418531799-A0201";5;2;;;;319;323
"11-00418531799-A0201";8;2;;;;319;323
"11-00418531799-A0201";9;2;;;;319;323
"11-00418531799-A0201";10;2;;;;319;323
"11-00418531799-A0201";1;1;1;8;1200;319;323
"11-00418531799-A0201";2;1;1;11;600;319;323
"11-00418531799-A0201";6;1;1;5;800;319;323
"11-00418531799-A0201";7;1;1;8;900;319;323
"11-00418531799-A0231";1;2;;;;319;323
"11-00418531799-A0231";3;2;;;;319;323
"11-00418531799-A0231";4;2;;;;319;323
"11-00418531799-A0231";5;2;;;;319;323
"11-00418531799-A0231";8;2;;;;319;323
"11-00418531799-A0231";10;2;;;;319;323
"11-00418531799-A0231";2;1;1;5;700;319;323
"11-00418531799-A0231";6;1;1;2;170;319;323
"11-00418531799-A0231";7;1;1;5;900;319;323
"11-00418531799-A0231";9;1;1;1;5000;319;323
"11-00418531799-A0271";1;2;;;;319;323
"11-00418531799-A0271";3;2;;;;319;323
"11-00418531799-A0271";4;2;;;;319;323
"11-00418531799-A0271";5;2;;;;319;323
"11-00418531799-A0271";8;2;;;;319;323
"11-00418531799-A0271";9;2;;;;319;323
"11-00418531799-A0271";10;2;;;;319;323
"11-00418531799-A0271";2;1;1;2;400;319;323
"11-00418531799-A0271";6;1;1;2;200;319;323
"11-00418531799-A0271";7;1;1;2;700;319;323
"11-00418531799-A0311";1;2;;;;319;323
"11-00418531799-A0311";3;2;;;;319;323
"11-00418531799-A0311";4;2;;;;319;323
"11-00418531799-A0311";6;2;;;;319;323
"11-00418531799-A0311";8;2;;;;319;323
"11-00418531799-A0311";9;2;;;;319;323
"11-00418531799-A0311";10;2;;;;319;323
"11-00418531799-A0311";2;1;2;2;500;319;323
"11-00418531799-A0311";5;1;3;2;150;319;323
"11-00418531799-A0311";7;1;3;4;350;319;323
"11-00418531799-A0341";1;2;;;;319;323
"11-00418531799-A0341";3;2;;;;319;323
"11-00418531799-A0341";4;2;;;;319;323
"11-00418531799-A0341";5;2;;;;319;323
"11-00418531799-A0341";6;2;;;;319;323
"11-00418531799-A0341";8;2;;;;319;323
"11-00418531799-A0341";9;2;;;;319;323
"11-00418531799-A0341";10;2;;;;319;323
"11-00418531799-A0341";2;1;1;14;800;319;323
"11-00418531799-A0341";7;1;1;14;1400;319;323
"11-00418531799-A0381";1;2;;;;319;323
"11-00418531799-A0381";4;2;;;;319;323
"11-00418531799-A0381";8;2;;;;319;323
"11-00418531799-A0381";9;2;;;;319;323
"11-00418531799-A0381";10;2;;;;319;323
"11-00418531799-A0381";2;1;1;1;1500;319;323
"11-00418531799-A0381";3;1;1;22;500;319;323
"11-00418531799-A0381";5;1;1;25;300;319;323
"11-00418531799-A0381";6;1;1;25;400;319;323
"11-00418531799-A0381";7;1;1;7;700;319;323
"11-00418531799-A0421";1;2;;;;319;323
"11-00418531799-A0421";3;2;;;;319;323
"11-00418531799-A0421";4;2;;;;319;323
"11-00418531799-A0421";6;2;;;;319;323
"11-00418531799-A0421";8;2;;;;319;323
"11-00418531799-A0421";9;2;;;;319;323
"11-00418531799-A0421";10;2;;;;319;323
"11-00418531799-A0421";2;1;1;5;1200;319;323
"11-00418531799-A0421";5;1;1;2;80;319;323
"11-00418531799-A0421";7;1;1;2;1400;319;323
"11-00418767980-A0011";1;2;;;;319;323
"11-00418767980-A0011";5;2;;;;319;323
"11-00418767980-A0011";8;2;;;;319;323
"11-00418767980-A0011";9;2;;;;319;323
"11-00418767980-A0011";2;1;1;10;1000;319;323
"11-00418767980-A0011";3;1;1;5;2500;319;323
"11-00418767980-A0011";4;1;1;2;3500;319;323
"11-00418767980-A0011";6;1;1;3;1800;319;323
"11-00418767980-A0011";7;1;2;1;1200;319;323
"11-00418767980-A0011";10;1;1;3;20000;319;323
"11-00418767980-A0031";1;2;;;;319;323
"11-00418767980-A0031";5;2;;;;319;323
"11-00418767980-A0031";6;2;;;;319;323
"11-00418767980-A0031";8;2;;;;319;323
"11-00418767980-A0031";9;2;;;;319;323
"11-00418767980-A0031";2;1;1;10;;319;323
"11-00418767980-A0031";3;1;1;4;2100;319;323
"11-00418767980-A0031";4;1;1;10;2100;319;323
"11-00418767980-A0031";7;1;1;15;900;319;323
"11-00418767980-A0031";10;1;1;5;7000;319;323
"11-00418767980-A0051";1;2;;;;319;323
"11-00418767980-A0051";3;2;;;;319;323
"11-00418767980-A0051";4;2;;;;319;323
"11-00418767980-A0051";5;2;;;;319;323
"11-00418767980-A0051";8;2;;;;319;323
"11-00418767980-A0051";9;2;;;;319;323
"11-00418767980-A0051";10;2;;;;319;323
"11-00418767980-A0051";2;1;1;20;400;319;323
"11-00418767980-A0051";6;1;1;5;400;319;323
"11-00418767980-A0051";7;1;1;4;1000;319;323
"11-00418767980-A0061";5;2;;;;319;323
"11-00418767980-A0061";6;2;;;;319;323
"11-00418767980-A0061";8;2;;;;319;323
"11-00418767980-A0061";10;2;;;;319;323
"11-00418767980-A0061";1;1;1;4;3200;319;323
"11-00418767980-A0061";2;1;1;4;2000;319;323
"11-00418767980-A0061";3;1;1;5;3200;319;323
"11-00418767980-A0061";4;1;1;6;3500;319;323
"11-00418767980-A0061";7;1;1;6;1500;319;323
"11-00418767980-A0061";9;1;1;1;7100;319;323
"11-00418767980-A0081";1;2;;;;319;323
"11-00418767980-A0081";3;2;;;;319;323
"11-00418767980-A0081";4;2;;;;319;323
"11-00418767980-A0081";5;2;;;;319;323
"11-00418767980-A0081";6;2;;;;319;323
"11-00418767980-A0081";8;2;;;;319;323
"11-00418767980-A0081";9;2;;;;319;323
"11-00418767980-A0081";10;2;;;;319;323
"11-00418767980-A0081";2;1;1;1;240;319;323
"11-00418767980-A0081";7;1;1;1;500;319;323
"11-00418767980-A0101";2;1;999999;999999;600;319;323
"11-00418767980-A0101";3;1;999999;999999;1200;319;323
"11-00418767980-A0101";5;2;;;;319;323
"11-00418767980-A0101";8;2;;;;319;323
"11-00418767980-A0101";9;2;;;;319;323
"11-00418767980-A0101";10;2;;;;319;323
"11-00418767980-A0101";1;1;1;40;1000;319;323
"11-00418767980-A0101";4;1;1;15;2100;319;323
"11-00418767980-A0101";6;1;1;5;2000;319;323
"11-00418767980-A0101";7;1;1;25;7000;319;323
"11-00418767980-A0121";1;2;;;;319;323
"11-00418767980-A0121";3;2;;;;319;323
"11-00418767980-A0121";4;2;;;;319;323
"11-00418767980-A0121";8;2;;;;319;323
"11-00418767980-A0121";9;2;;;;319;323
"11-00418767980-A0121";10;2;;;;319;323
"11-00418767980-A0121";2;1;1;20;800;319;323
"11-00418767980-A0121";5;1;1;2;150;319;323
"11-00418767980-A0121";6;1;1;4;800;319;323
"11-00418767980-A0121";7;1;1;6;3000;319;323
"11-00418767980-A0131";4;2;;;;319;323
"11-00418767980-A0131";5;2;;;;319;323
"11-00418767980-A0131";8;2;;;;319;323
"11-00418767980-A0131";9;2;;;;319;323
"11-00418767980-A0131";1;1;1;2;1500;319;323
"11-00418767980-A0131";2;1;1;2;1500;319;323
"11-00418767980-A0131";3;1;1;23;1200;319;323
"11-00418767980-A0131";6;1;1;2;2100;319;323
"11-00418767980-A0131";7;1;2;2;1200;319;323
"11-00418767980-A0131";10;1;1;1;15000;319;323
"11-00418767980-A0151";1;2;;;;319;323
"11-00418767980-A0151";4;2;;;;319;323
"11-00418767980-A0151";6;2;;;;319;323
"11-00418767980-A0151";8;2;;;;319;323
"11-00418767980-A0151";9;2;;;;319;323
"11-00418767980-A0151";10;2;;;;319;323
"11-00418767980-A0151";2;1;1;7;600;319;323
"11-00418767980-A0151";3;1;1;4;1300;319;323
"11-00418767980-A0151";5;1;1;6;80;319;323
"11-00418767980-A0151";7;1;2;4;200;319;323
"11-00418767980-A0171";1;2;;;;319;323
"11-00418767980-A0171";3;2;;;;319;323
"11-00418767980-A0171";4;2;;;;319;323
"11-00418767980-A0171";6;2;;;;319;323
"11-00418767980-A0171";8;2;;;;319;323
"11-00418767980-A0171";9;2;;;;319;323
"11-00418767980-A0171";2;1;1;16;450;319;323
"11-00418767980-A0171";5;1;1;12;70;319;323
"11-00418767980-A0171";7;1;1;12;500;319;323
"11-00418767980-A0171";10;1;1;7;34000;319;323
"11-00418767980-A0191";1;2;;;;319;323
"11-00418767980-A0191";3;2;;;;319;323
"11-00418767980-A0191";4;2;;;;319;323
"11-00418767980-A0191";6;2;;;;319;323
"11-00418767980-A0191";8;2;;;;319;323
"11-00418767980-A0191";9;2;;;;319;323
"11-00418767980-A0191";10;2;;;;319;323
"11-00418767980-A0191";2;1;1;3;300;319;323
"11-00418767980-A0191";5;1;1;2;80;319;323
"11-00418767980-A0191";7;1;1;3;400;319;323
"11-00418767980-A0201";1;2;;;;319;323
"11-00418767980-A0201";3;2;;;;319;323
"11-00418767980-A0201";4;2;;;;319;323
"11-00418767980-A0201";5;2;;;;319;323
"11-00418767980-A0201";8;2;;;;319;323
"11-00418767980-A0201";9;2;;;;319;323
"11-00418767980-A0201";10;2;;;;319;323
"11-00418767980-A0201";2;1;1;5;850;319;323
"11-00418767980-A0201";6;1;1;12;2000;319;323
"11-00418767980-A0201";7;1;2;4;1800;319;323
"11-00419144165-A0011";1;2;;;;319;323
"11-00419144165-A0011";3;2;;;;319;323
"11-00419144165-A0011";4;2;;;;319;323
"11-00419144165-A0011";6;2;;;;319;323
"11-00419144165-A0011";8;2;;;;319;323
"11-00419144165-A0011";9;2;;;;319;323
"11-00419144165-A0011";10;2;;;;319;323
"11-00419144165-A0011";2;1;1;10;650;319;323
"11-00419144165-A0011";5;1;1;20;40;319;323
"11-00419144165-A0011";7;1;1;1;2000;319;323
"11-00419144165-A0071";1;2;;;;319;323
"11-00419144165-A0071";3;2;;;;319;323
"11-00419144165-A0071";4;2;;;;319;323
"11-00419144165-A0071";5;2;;;;319;323
"11-00419144165-A0071";6;2;;;;319;323
"11-00419144165-A0071";7;2;;;;319;323
"11-00419144165-A0071";8;2;;;;319;323
"11-00419144165-A0071";9;2;;;;319;323
"11-00419144165-A0071";10;2;;;;319;323
"11-00419144165-A0071";2;1;1;4;;319;323
"11-00419144165-A0131";1;2;;;;319;323
"11-00419144165-A0131";4;2;;;;319;323
"11-00419144165-A0131";5;2;;;;319;323
